Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Region
Attention Deficit,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164084/attention-deficit,1.0,Trad,5.9,1,50.0,48.78334,-119.27625,Okanogan
One,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164091/one,1.0,Sport,5.6,1,100.0,48.78334,-119.27625,Okanogan
Two,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164096/two,1.5,Sport,5.5,1,100.0,48.78334,-119.27625,Okanogan
Three,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164101/three,1.4,Sport,5.6 PG13,1,85.0,48.78334,-119.27625,Okanogan
Cliff Dweller,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164109/cliff-dweller,2.0,Sport,5.8,2,200.0,48.78334,-119.27625,Okanogan
Bonsai Tree,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164120/bonsai-tree,1.5,"Trad, Sport",5.7,2,200.0,48.78334,-119.27625,Okanogan
Gneiss Jugs,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164131/gneiss-jugs,2.6,Sport,5.8,1,60.0,48.78334,-119.27625,Okanogan
No Pussyfooting,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108212822/no-pussyfooting,2.3,Sport,5.9,1,160.0,48.78334,-119.27625,Okanogan
Evening Star,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108216071/evening-star,2.0,Trad,5.8,1,85.0,48.78334,-119.27625,Okanogan
Hesitation Blues,2) The Main Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108217037/hesitation-blues,2.0,Sport,5.7,1,95.0,48.78334,-119.27625,Okanogan
Pinky Chockstone,3) Thailand Training Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164142/pinky-chockstone,2.0,Sport,5.11-,1,,48.78301,-119.27585,Okanogan
Wee,3) Thailand Training Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164160/wee,2.0,Sport,5.10-,1,,48.78301,-119.27585,Okanogan
Chai,3) Thailand Training Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164164/chai,-1.0,Sport,5.10-,1,,48.78301,-119.27585,Okanogan
Prayer Flags,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160519/prayer-flags,2.0,Sport,5.9,1,100.0,48.78148,-119.2728,Okanogan
Mani Stones,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160524/mani-stones,1.0,Trad,5.9,1,90.0,48.78148,-119.2728,Okanogan
Soylent Green,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160573/soylent-green,1.0,Sport,5.5,1,70.0,48.78148,-119.2728,Okanogan
Praying Mantis,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164170/praying-mantis,-1.0,Trad,5.9+,1,100.0,48.78148,-119.2728,Okanogan
Sustainability,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164180/sustainability,1.7,Sport,5.10c,1,100.0,48.78148,-119.2728,Okanogan
Energy Crisis,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164185/energy-crisis,2.7,Sport,5.10,1,100.0,48.78148,-119.2728,Okanogan
The Dragon,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164190/the-dragon,3.0,Trad,5.10+,1,120.0,48.78148,-119.2728,Okanogan
Chameleon Corner Slabs,5) The Green Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164196/chameleon-corner-slabs,2.0,Sport,5.2,1,70.0,48.78148,-119.2728,Okanogan
The Dark End of the Street,6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160528/the-dark-end-of-the-street,3.0,Sport,5.11a,1,110.0,48.78141,-119.27191,Okanogan
Mercy Street,6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160535/mercy-street,2.0,Sport,5.6,1,90.0,48.78141,-119.27191,Okanogan
There and Back Again,6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160539/there-and-back-again,1.0,Trad,5.7,1,160.0,48.78141,-119.27191,Okanogan
Therootytookus (Lower),6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160544/therootytookus-lower,2.0,"Trad, Sport",5.9-,1,140.0,48.78141,-119.27191,Okanogan
Battle of the Burge,6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164201/battle-of-the-burge,3.0,Sport,5.10a/b,1,140.0,48.78141,-119.27191,Okanogan
Skyline Route,6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164217/skyline-route,1.3,Sport,5.8,1,120.0,48.78141,-119.27191,Okanogan
Sledgehammer,6) Middle Earth > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/111797312/sledgehammer,3.0,Sport,5.10b,1,100.0,48.78141,-119.27191,Okanogan
Grandpa Points,7) Raptor Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164223/grandpa-points,1.5,Trad,5.9+,1,100.0,48.78125,-119.27153,Okanogan
Grown-up Points,7) Raptor Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164231/grown-up-points,3.0,Sport,5.11,1,100.0,48.78125,-119.27153,Okanogan
Savor the Sweetness,7) Raptor Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164238/savor-the-sweetness,3.0,Sport,5.11,1,100.0,48.78125,-119.27153,Okanogan
Party Time,7) Raptor Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164244/party-time,3.0,Sport,5.10a PG13,1,80.0,48.78125,-119.27153,Okanogan
Little Wing,7) Raptor Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108854032/little-wing,3.0,Sport,5.10c,1,80.0,48.78125,-119.27153,Okanogan
Flight of the Garuda,7) Raptor Wall > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/111847807/flight-of-the-garuda,2.0,Trad,5.10d,1,95.0,48.78125,-119.27153,Okanogan
D-Day,8) The Ledge > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160551/d-day,1.5,Sport,5.5,1,200.0,48.78145,-119.2712,Okanogan
Beginner's Mind,8) The Ledge > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108160559/beginners-mind,3.0,Sport,5.4,1,100.0,48.78145,-119.2712,Okanogan
A,8) The Ledge > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164257/a,2.0,Sport,5.5,1,95.0,48.78145,-119.2712,Okanogan
B,8) The Ledge > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164278/b,2.0,Sport,5.5,1,95.0,48.78145,-119.2712,Okanogan
C,8) The Ledge > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108164287/c,2.0,Sport,5.5,1,100.0,48.78145,-119.2712,Okanogan
Therootytookus (Upper),Upper South Face > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/108853998/therootytookus-upper,1.0,"Trad, Sport",5.9,2,220.0,48.78199,-119.27155,Okanogan
Chapel Perilous,Upper SE Face > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/109238312/chapel-perilous,2.0,Sport,5.8 PG13,1,100.0,48.78132,-119.27061,Okanogan
Marco,Upper SE Face > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/109238320/marco,1.0,Sport,5.6,1,95.0,48.78132,-119.27061,Okanogan
Polo,Upper SE Face > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/109238324/polo,2.0,Sport,5.5,1,90.0,48.78132,-119.27061,Okanogan
The Journey East,Upper SE Face > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/109238330/the-journey-east,1.0,Sport,5.7,1,70.0,48.78132,-119.27061,Okanogan
Senior Moment,Upper SE Face > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/112289633/senior-moment,1.0,Sport,5.4 PG13,1,105.0,48.78132,-119.27061,Okanogan
Senior Project,Upper SE Face > Burge Mountain (Tonasket) > Okanogan > Washington,https://www.mountainproject.com/route/112289651/senior-project,3.0,Sport,5.5,1,105.0,48.78132,-119.27061,Okanogan
The Watercourse Way,West Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182206/the-watercourse-way,1.0,Trad,5.9,1,85.0,48.90597,-119.42071999999999,Okanogan
Creaky and Freaky,West Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182210/creaky-and-freaky,1.0,Sport,5.10c,1,70.0,48.90597,-119.42071999999999,Okanogan
Rattle and Hum,West Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182215/rattle-and-hum,2.0,Sport,5.12a,1,70.0,48.90597,-119.42071999999999,Okanogan
West Side Story,West Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182222/west-side-story,3.0,Sport,5.10b,1,80.0,48.90597,-119.42071999999999,Okanogan
Power Blaster,West Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108415930/power-blaster,2.0,Sport,5.10c,1,95.0,48.90597,-119.42071999999999,Okanogan
Beside the Point,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182230/beside-the-point,2.5,Sport,5.10c,1,80.0,48.905770000000004,-119.42052,Okanogan
No Exit,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182234/no-exit,3.3,Sport,5.11b,1,80.0,48.905770000000004,-119.42052,Okanogan
On Point,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182239/on-point,3.0,Sport,5.10a,1,100.0,48.905770000000004,-119.42052,Okanogan
The Direct Route,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182244/the-direct-route,2.3,Trad,5.10b,2,175.0,48.905770000000004,-119.42052,Okanogan
Wind Horse,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182258/wind-horse,1.0,Trad,5.6 PG13,2,160.0,48.905770000000004,-119.42052,Okanogan
Beyond the Pale,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182264/beyond-the-pale,2.5,Trad,5.9,1,100.0,48.905770000000004,-119.42052,Okanogan
Out of the Blue,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182272/out-of-the-blue,2.0,Sport,5.7,1,90.0,48.905770000000004,-119.42052,Okanogan
Turning Point,South Side > Windy Point > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/109683730/turning-point,2.0,Sport,5.9,2,160.0,48.905770000000004,-119.42052,Okanogan
Left Overture,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182287/left-overture,3.0,Sport,5.11,1,100.0,48.90703,-119.41928,Okanogan
Route Rot,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182293/route-rot,1.0,TR,5.9,1,90.0,48.90703,-119.41928,Okanogan
First Thought Best Thought,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182297/first-thought-best-thought,3.0,Sport,5.8,1,90.0,48.90703,-119.41928,Okanogan
Triangle of Darkness,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182308/triangle-of-darkness,-1.0,TR,5.10,1,80.0,48.90703,-119.41928,Okanogan
Not Always So,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182313/not-always-so,3.0,Sport,5.10a,1,80.0,48.90703,-119.41928,Okanogan
Never Cry Wolf,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182363/never-cry-wolf,1.0,Sport,5.7,1,75.0,48.90703,-119.41928,Okanogan
ZMBM,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182369/zmbm,2.0,Sport,5.7,1,80.0,48.90703,-119.41928,Okanogan
Mock Turtle,North Canyon - Sleeping Turtle Rock > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182373/mock-turtle,2.5,Sport,5.3,1,70.0,48.90703,-119.41928,Okanogan
Fe-Line,North Canyon - Cougar Corner > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182322/fe-line,2.0,Sport,5.8-,1,80.0,48.9079,-119.41858,Okanogan
Call of the Wild,North Canyon - Cougar Corner > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182326/call-of-the-wild,2.0,Trad,5.7 PG13,1,85.0,48.9079,-119.41858,Okanogan
Cat Nip,North Canyon - Cougar Corner > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182330/cat-nip,3.0,Sport,5.6,1,85.0,48.9079,-119.41858,Okanogan
Antithesis,North Canyon - The Hegelian Wall > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182343/antithesis,2.0,Sport,5.10d,1,100.0,48.90786,-119.41758999999999,Okanogan
Synthesis,North Canyon - The Hegelian Wall > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182348/synthesis,2.0,Sport,5.9,1,95.0,48.90786,-119.41758999999999,Okanogan
Thesis,North Canyon - The Hegelian Wall > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182353/thesis,2.0,Trad,5.8,1,95.0,48.90786,-119.41758999999999,Okanogan
Before and After Science,North Canyon - The Hegelian Wall > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182358/before-and-after-science,2.0,Sport,5.5,1,70.0,48.90786,-119.41758999999999,Okanogan
The Narrows Arete,North Canyon - The Narrows > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182334/the-narrows-arete,3.0,Sport,5.9,1,95.0,48.90935,-119.41734,Okanogan
The Narrows Direct,North Canyon - The Narrows > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182338/the-narrows-direct,2.0,Trad,5.8,1,95.0,48.90935,-119.41734,Okanogan
No Sweat Arete,North Canyon - The Narrows > North Canyon (Frog Pond Trail) > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108353279/no-sweat-arete,2.0,Sport,5.6,1,75.0,48.90935,-119.41734,Okanogan
Up Draft,Lower NW Face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162366/up-draft,1.0,Sport,5.8,1,95.0,48.90678,-119.42225,Okanogan
Puppy Chow,Lower NW Face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162375/puppy-chow,1.5,"Trad, Sport",5.3,1,100.0,48.90678,-119.42225,Okanogan
Aqua Vitae,Lower NW Face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162381/aqua-vitae,2.0,Sport,5.4,1,95.0,48.90678,-119.42225,Okanogan
Shooting Stars,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162394/shooting-stars,2.0,Sport,5.7,1,85.0,48.90678,-119.42225,Okanogan
Mini Mouse,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162400/mini-mouse,2.0,Sport,5.6,1,50.0,48.90678,-119.42225,Okanogan
Mighty Mouse,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162407/mighty-mouse,1.0,Sport,5.7,1,85.0,48.90678,-119.42225,Okanogan
Fearless Fly,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162412/fearless-fly,1.0,Sport,5.6,1,100.0,48.90678,-119.42225,Okanogan
Padmasambhava Comes Riding,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162418/padmasambhava-comes-riding,2.0,Sport,5.7,1,120.0,48.90678,-119.42225,Okanogan
Underdog,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162480/underdog,2.0,Sport,5.10a,1,150.0,48.90678,-119.42225,Okanogan
Astroboy,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162491/astroboy,1.0,Sport,5.8,1,100.0,48.90678,-119.42225,Okanogan
Season of the Itch,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162498/season-of-the-itch,3.0,Trad,5.8,1,90.0,48.90678,-119.42225,Okanogan
Itchibod,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162510/itchibod,1.0,Sport,5.3,1,75.0,48.90678,-119.42225,Okanogan
Dog Breath Variations,Upper NW face > North West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162531/dog-breath-variations,3.0,"Trad, Aid",5.7 A0,1,160.0,48.90678,-119.42225,Okanogan
Diamond Head,Lower SW face > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162565/diamond-head,2.0,Sport,5.10d,1,65.0,48.903040000000004,-119.42285,Okanogan
Arrested Development,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162589/arrested-development,1.5,Sport,5.4,1,100.0,48.903040000000004,-119.42285,Okanogan
Blind Spot,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162594/blind-spot,2.0,Sport,5.11c,1,60.0,48.903040000000004,-119.42285,Okanogan
Mother Knows Best,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162601/mother-knows-best,3.0,Sport,5.10a,1,100.0,48.903040000000004,-119.42285,Okanogan
Ah-Baloney,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162614/ah-baloney,2.0,Sport,5.6,1,80.0,48.903040000000004,-119.42285,Okanogan
Mother of Pearl,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162619/mother-of-pearl,1.0,Sport,5.5,1,80.0,48.903040000000004,-119.42285,Okanogan
Looking Glass World,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162626/looking-glass-world,2.0,Sport,5.11a,1,100.0,48.903040000000004,-119.42285,Okanogan
In-Fidelity,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162630/in-fidelity,2.0,Sport,5.7,1,70.0,48.903040000000004,-119.42285,Okanogan
High Fidelity,Face Only a Mutha Could Love > South West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162635/high-fidelity,1.0,Sport,5.9,1,200.0,48.903040000000004,-119.42285,Okanogan
Vapor Trails,Garden Ledge Wall > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162638/vapor-trails,2.0,Sport,5.11d,1,60.0,48.903040000000004,-119.42285,Okanogan
Giants of the Earth,Garden Ledge Wall > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163139/giants-of-the-earth,2.0,Sport,5.12a,1,95.0,48.903040000000004,-119.42285,Okanogan
Sheepish,Garden Ledge Wall > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163164/sheepish,3.0,Sport,5.6,1,95.0,48.903040000000004,-119.42285,Okanogan
My Way,Lower Garden Ledge Wall > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108162578/my-way,2.0,Sport,5.11a,1,80.0,48.903040000000004,-119.42285,Okanogan
Counting Sheep,West Face Slabs > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163187/counting-sheep,1.0,Sport,5.6,1,75.0,48.903040000000004,-119.42285,Okanogan
Comfortably Numb,West Face Slabs > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163198/comfortably-numb,1.0,Sport,5.8,1,80.0,48.903040000000004,-119.42285,Okanogan
Silence of the Lambs,West Face Slabs > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163211/silence-of-the-lambs,1.0,Sport,5.4,1,90.0,48.903040000000004,-119.42285,Okanogan
A Sheep No More,West Face Slabs > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163219/a-sheep-no-more,2.0,Sport,5.11a,1,60.0,48.903040000000004,-119.42285,Okanogan
Peer Pressure,West Face Slabs > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163222/peer-pressure,2.0,Sport,5.7,1,70.0,48.903040000000004,-119.42285,Okanogan
Show And Tell,West Face Slabs > West Face > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108163232/show-and-tell,2.0,Sport,5.5,1,75.0,48.903040000000004,-119.42285,Okanogan
Love at First Sight,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182381/love-at-first-sight,1.0,TR,5.12+,1,70.0,48.90549,-119.41631000000001,Okanogan
To Air Is Human,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182386/to-air-is-human,1.0,TR,5.12+,1,70.0,48.90549,-119.41631000000001,Okanogan
Pooh Corner,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182419/pooh-corner,3.0,Trad,5.10a,1,75.0,48.90549,-119.41631000000001,Okanogan
Jung and Restless,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182425/jung-and-restless,2.0,Trad,5.10a,1,70.0,48.90549,-119.41631000000001,Okanogan
Uninhabited Man,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182428/uninhabited-man,2.0,Trad,5.7,1,70.0,48.90549,-119.41631000000001,Okanogan
Substance Abuse,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182431/substance-abuse,1.0,Sport,5.6,1,65.0,48.90549,-119.41631000000001,Okanogan
Psyche and Substance,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182437/psyche-and-substance,2.0,Sport,5.9,1,50.0,48.90549,-119.41631000000001,Okanogan
"Where Ego, Ergo, I Go Too",Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182441/where-ego-ergo-i-go-too,2.0,Sport,5.7,1,55.0,48.90549,-119.41631000000001,Okanogan
Shadow Puppet,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108182452/shadow-puppet,1.0,Sport,5.9,1,60.0,48.90549,-119.41631000000001,Okanogan
The Great Panjandrum,Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108193841/the-great-panjandrum,2.0,Trad,5.8,1,95.0,48.90549,-119.41631000000001,Okanogan
"The Hedgehog, the Mousetrap and the Squid",Banded Wall > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108836499/the-hedgehog-the-mousetrap-and-the-squid,2.0,"Trad, Aid",5.10 A0,1,90.0,48.90549,-119.41631000000001,Okanogan
Sun Bear,Hairpin > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/108365458/sun-bear,2.0,Trad,5.8,1,150.0,48.90612,-119.41371000000001,Okanogan
Anima Rising,Sweet Spot Slot > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112514509/anima-rising,2.0,Sport,5.10d,1,55.0,48.903909999999996,-119.41733,Okanogan
Without Animus,Sweet Spot Slot > Upper Canyon - North Side > Whistler Canyon Trailhead (Oroville) > Okanogan > Washington,https://www.mountainproject.com/route/112514553/without-animus,3.0,Trad,5.11a/b,1,50.0,48.903909999999996,-119.41733,Okanogan
