name,location,url,rating,type,grade,pitches,length,lat,lon,region,yds,protection,ticks,votes,sub_area,area
Tradsendence,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108371653/tradsendence,2.6,Trad,5.8,1.0,100.0,48.46283,-121.93768,NorthWest,8.0,,5,7,Iron Mountain Crag , Cumberland Crags 
Watch Me,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108373494/watch-me,3.8,Trad,5.10b,1.0,120.0,48.46283,-121.93768,NorthWest,10.0,,4,6,Iron Mountain Crag , Cumberland Crags 
Punked,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108459357/punked,4.0,Sport,5.11a,1.0,70.0,48.46283,-121.93768,NorthWest,11.0,,2,3,Iron Mountain Crag , Cumberland Crags 
Iron And Whine,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108459364/iron-and-whine,3.7,Trad,5.10b,1.0,70.0,48.46283,-121.93768,NorthWest,10.0,,2,3,Iron Mountain Crag , Cumberland Crags 
Little Big Crack,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108459423/little-big-crack,4.0,Trad,5.10d,1.0,90.0,48.46283,-121.93768,NorthWest,10.0,,2,1,Iron Mountain Crag , Cumberland Crags 
Fly Fighter,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108459734/fly-fighter,4.0,Trad,5.11b,1.0,80.0,48.46283,-121.93768,NorthWest,11.0,,1,1,Iron Mountain Crag , Cumberland Crags 
Tradical,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108459746/tradical,4.0,Trad,5.12a PG13,1.0,90.0,48.46283,-121.93768,NorthWest,12.0,PG13,1,1,Iron Mountain Crag , Cumberland Crags 
Bathtub Moment,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108459798/bathtub-moment,4.0,Trad,5.11c PG13,1.0,90.0,48.46283,-121.93768,NorthWest,11.0,PG13,1,1,Iron Mountain Crag , Cumberland Crags 
The Girl Next Door,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108459816/the-girl-next-door,3.0,Trad,5.9,1.0,50.0,48.46283,-121.93768,NorthWest,9.0,,3,5,Iron Mountain Crag , Cumberland Crags 
Project,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/110589852/project,4.0,Trad,5.12c PG13,1.0,90.0,48.46283,-121.93768,NorthWest,12.0,PG13,0,1,Iron Mountain Crag , Cumberland Crags 
Fe Line,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/115129263/fe-line,3.0,Trad,5.10b,1.0,70.0,48.46283,-121.93768,NorthWest,10.0,,3,2,Iron Mountain Crag , Cumberland Crags 
Fe Man Bulge,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/115129296/fe-man-bulge,3.0,Trad,5.11c,1.0,90.0,48.46283,-121.93768,NorthWest,11.0,,0,1,Iron Mountain Crag , Cumberland Crags 
PTO For Thor,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/119358168/pto-for-thor,4.0,Trad,5.12a,1.0,85.0,48.46283,-121.93768,NorthWest,12.0,,1,1,Iron Mountain Crag , Cumberland Crags 
Baby On Board,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/119358459/baby-on-board,3.3,Trad,5.10a,1.0,80.0,48.46283,-121.93768,NorthWest,10.0,,4,3,Iron Mountain Crag , Cumberland Crags 
Morning Wood,Iron Mountain Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121361939/morning-wood,4.0,Trad,5.10d PG13,1.0,80.0,48.46283,-121.93768,NorthWest,10.0,PG13,0,1,Iron Mountain Crag , Cumberland Crags 
Drew's Route,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108523921/drews-route,2.5,Sport,5.11c,1.0,40.0,48.35234000000001,-122.0908,NorthWest,11.0,,0,2,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Slip Of The Tip,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108523925/slip-of-the-tip,2.7,Sport,5.12a,1.0,55.0,48.35234000000001,-122.0908,NorthWest,12.0,,2,3,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Bumbershoot,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108523930/bumbershoot,3.0,Sport,5.12a,1.0,60.0,48.35234000000001,-122.0908,NorthWest,12.0,,1,4,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Channabis Induced Amnesia,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108523938/channabis-induced-amnesia,2.7,Sport,5.12b,1.0,55.0,48.35234000000001,-122.0908,NorthWest,12.0,,3,3,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Slice Of Life,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108523944/slice-of-life,2.7,Sport,5.11c,1.0,70.0,48.35234000000001,-122.0908,NorthWest,11.0,,5,3,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Obstinator,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108523950/obstinator,2.0,Sport,5.13,1.0,70.0,48.35234000000001,-122.0908,NorthWest,13.0,,0,1,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Probrecito,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108523956/probrecito,2.0,Sport,5.12+,1.0,60.0,48.35234000000001,-122.0908,NorthWest,12.0,,2,1,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Dinosaur Balls,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524011/dinosaur-balls,2.2,Trad,5.8,1.0,45.0,48.35234000000001,-122.0908,NorthWest,8.0,,4,5,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Taintasoreass,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524016/taintasoreass,2.4,Sport,5.10a,1.0,45.0,48.35234000000001,-122.0908,NorthWest,10.0,,11,9,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Terra-Dactyl,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524020/terra-dactyl,2.7,Sport,5.10c,1.0,45.0,48.35234000000001,-122.0908,NorthWest,10.0,,7,6,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Little Napoleon,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524024/little-napoleon,2.8,Sport,5.11b,1.0,30.0,48.35234000000001,-122.0908,NorthWest,11.0,,3,4,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
7 Fathom Arete,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524028/7-fathom-arete,2.5,Sport,5.11a,1.0,42.0,48.35234000000001,-122.0908,NorthWest,11.0,,4,4,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Open Wide,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524032/open-wide,2.8,Sport,5.10c,1.0,45.0,48.35234000000001,-122.0908,NorthWest,10.0,,3,4,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Oubliette,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524037/oubliette,2.6,Sport,5.10b,1.0,55.0,48.35234000000001,-122.0908,NorthWest,10.0,,5,5,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Lucky Monkey,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524041/lucky-monkey,2.7,Sport,5.11b,1.0,55.0,48.35234000000001,-122.0908,NorthWest,11.0,,4,3,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Tree Hugger,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108524046/tree-hugger,2.7,Sport,5.12b,1.0,30.0,48.35234000000001,-122.0908,NorthWest,12.0,,1,3,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Life on the Mississippi,Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112215489/life-on-the-mississippi,2.0,Trad,5.9 A3,1.0,40.0,48.35234000000001,-122.0908,NorthWest,9.0,,1,1,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Cigarette Induced Gravitation (CIG),Umbrella Rock > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/120879219/cigarette-induced-gravitation-cig,3.0,Sport,5.12b,1.0,70.0,48.35234000000001,-122.0908,NorthWest,12.0,,0,1,Umbrella Rock , Walker Valley and Lake Cavanaugh Rd Crags 
Excavator,Calendar Butte > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117752884/excavator,2.0,Trad,5.8 PG13,1.0,80.0,48.35904,-122.08741,NorthWest,8.0,PG13,1,1,Calendar Butte , Walker Valley and Lake Cavanaugh Rd Crags 
Medicine Wheel (direct var),Calendar Butte > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117752912/medicine-wheel-direct-var,4.0,Trad,5.11b,1.0,105.0,48.35904,-122.08741,NorthWest,11.0,,1,1,Calendar Butte , Walker Valley and Lake Cavanaugh Rd Crags 
Medicine Wheel (left variation),Calendar Butte > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117752926/medicine-wheel-left-variation,3.0,Trad,5.10+,1.0,105.0,48.35904,-122.08741,NorthWest,10.0,,1,2,Calendar Butte , Walker Valley and Lake Cavanaugh Rd Crags 
Lichen It,Calendar Butte > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117752958/lichen-it,2.0,Trad,5.8+,1.0,80.0,48.35904,-122.08741,NorthWest,8.0,,1,1,Calendar Butte , Walker Valley and Lake Cavanaugh Rd Crags 
Ode To Do Dah Day,Calendar Butte > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117752985/ode-to-do-dah-day,2.0,Trad,5.10,2.0,80.0,48.35904,-122.08741,NorthWest,10.0,,1,1,Calendar Butte , Walker Valley and Lake Cavanaugh Rd Crags 
Grunge Pull,Calendar Butte > Walker Valley and Lake Cavanaugh Rd Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117753006/grunge-pull,3.0,Trad,5.10+,1.0,80.0,48.35904,-122.08741,NorthWest,10.0,,1,1,Calendar Butte , Walker Valley and Lake Cavanaugh Rd Crags 
The Big Tree,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106006701/the-big-tree,2.7,Trad,5.7,4.0,500.0,48.15921,-121.61707,NorthWest,7.0,,111,44,Three O'clock Rock , Darrington 
Till Broad Daylight,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106007005/till-broad-daylight,2.9,Trad,5.9,3.0,400.0,48.15921,-121.61707,NorthWest,9.0,,50,28,Three O'clock Rock , Darrington 
Total Soul,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106007016/total-soul,3.6,Trad,5.10b,8.0,1000.0,48.15921,-121.61707,NorthWest,10.0,,92,66,Three O'clock Rock , Darrington 
Under the Bored Walk,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106813204/under-the-bored-walk,2.8,Sport,5.7,1.0,150.0,48.15921,-121.61707,NorthWest,7.0,,88,43,Three O'clock Rock , Darrington 
Charlie Chan's Number One Suspect,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106813211/charlie-chans-number-one-suspect,2.8,Sport,5.9-,1.0,160.0,48.15921,-121.61707,NorthWest,9.0,,52,17,Three O'clock Rock , Darrington 
The Quin Konehead Pre-Memorial Route (aka The Kone),Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106813219/the-quin-konehead-pre-memorial-route-aka-the-kone,3.1,Trad,5.9,5.0,,48.15921,-121.61707,NorthWest,9.0,,54,39,Three O'clock Rock , Darrington 
Silent Running,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108263566/silent-running,3.4,Trad,5.10-,7.0,900.0,48.15921,-121.61707,NorthWest,10.0,,188,86,Three O'clock Rock , Darrington 
Ginsu,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108543471/ginsu,3.0,Trad,5.10b,4.0,,48.15921,-121.61707,NorthWest,10.0,,0,1,Three O'clock Rock , Darrington 
Bushy Galore,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108543484/bushy-galore,0.5,Trad,5.8,5.0,1000.0,48.15921,-121.61707,NorthWest,8.0,,0,2,Three O'clock Rock , Darrington 
Big Tree 2000,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108543497/big-tree-2000,3.0,Trad,5.10a,2.0,,48.15921,-121.61707,NorthWest,10.0,,2,4,Three O'clock Rock , Darrington 
Masters of the Universe,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108543506/masters-of-the-universe,2.0,Sport,5.11a,3.0,,48.15921,-121.61707,NorthWest,11.0,,0,1,Three O'clock Rock , Darrington 
Pucker Up,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108543619/pucker-up,,Sport,5.10b/c,1.0,,48.15921,-121.61707,NorthWest,10.0,,1,0,Three O'clock Rock , Darrington 
Magic Bus,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108683315/magic-bus,2.7,Trad,5.8+,2.0,200.0,48.15921,-121.61707,NorthWest,8.0,,34,17,Three O'clock Rock , Darrington 
The Rash,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108703205/the-rash,2.8,Trad,5.8 R,2.0,250.0,48.15921,-121.61707,NorthWest,8.0,R,2,5,Three O'clock Rock , Darrington 
Penny Lane,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108704713/penny-lane,3.0,Trad,5.10c,4.0,600.0,48.15921,-121.61707,NorthWest,10.0,,16,10,Three O'clock Rock , Darrington 
20th Century Clock,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/110023376/20th-century-clock,2.5,Sport,5.10a,1.0,150.0,48.15921,-121.61707,NorthWest,10.0,,9,6,Three O'clock Rock , Darrington 
Cornucopia,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/110997636/cornucopia,2.9,Trad,5.9 PG13,3.0,,48.15921,-121.61707,NorthWest,9.0,PG13,20,7,Three O'clock Rock , Darrington 
Road to Nowhere,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112067116/road-to-nowhere,2.5,Sport,5.3 PG13,2.0,250.0,48.15921,-121.61707,NorthWest,3.0,PG13,24,13,Three O'clock Rock , Darrington 
Dirt Circus,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/113914246/dirt-circus,2.4,Trad,5.9+,2.0,300.0,48.15921,-121.61707,NorthWest,9.0,,7,5,Three O'clock Rock , Darrington 
Tidbits – first pitch,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/114028095/tidbits-first-pitch,2.3,Trad,5.7 PG13,1.0,120.0,48.15921,-121.61707,NorthWest,7.0,PG13,3,3,Three O'clock Rock , Darrington 
Revolver,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/114110650/revolver,2.6,Trad,5.10a,7.0,700.0,48.15921,-121.61707,NorthWest,10.0,,5,5,Three O'clock Rock , Darrington 
Mystery Tour,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/114345440/mystery-tour,2.9,Trad,5.9+,5.0,800.0,48.15921,-121.61707,NorthWest,9.0,,25,16,Three O'clock Rock , Darrington 
Luke 9:25,Three O'clock Rock > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/117812021/luke-925,2.3,Sport,5.8,1.0,90.0,48.15921,-121.61707,NorthWest,8.0,,1,3,Three O'clock Rock , Darrington 
Dreamer,Green Giant Buttress > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106006991/dreamer,3.5,Trad,5.9,10.0,1000.0,48.14755,-121.6625,NorthWest,9.0,,84,58,Green Giant Buttress , Darrington 
Urban Bypass,Green Giant Buttress > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106910253/urban-bypass,3.0,Sport,5.10b,2.0,150.0,48.14755,-121.6625,NorthWest,10.0,,22,17,Green Giant Buttress , Darrington 
Dreamer Direct,Green Giant Buttress > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106910278/dreamer-direct,2.0,Trad,5.7 PG13,2.0,125.0,48.14755,-121.6625,NorthWest,7.0,PG13,14,11,Green Giant Buttress , Darrington 
Safe Sex,Green Giant Buttress > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/113935841/safe-sex,3.3,Trad,5.8+ PG13,7.0,800.0,48.14755,-121.6625,NorthWest,8.0,PG13,5,3,Green Giant Buttress , Darrington 
Roan Wall - Center Stage,Waterfall Basin > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/106257989/roan-wall-center-stage,3.8,Trad,5.11a,10.0,1000.0,48.17241,-121.67253999999998,NorthWest,11.0,,14,17,Waterfall Basin , Squire Creek Walls 
Roofer Madness,Waterfall Basin > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108265876/roofer-madness,3.0,Sport,5.11+,2.0,50.0,48.17241,-121.67253999999998,NorthWest,11.0,,4,1,Waterfall Basin , Squire Creek Walls 
Roan Wall - Stage Right,Waterfall Basin > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/113653393/roan-wall-stage-right,3.5,Trad,5.10b,10.0,1400.0,48.17241,-121.67253999999998,NorthWest,10.0,,2,2,Waterfall Basin , Squire Creek Walls 
Waterfall Buttress,Waterfall Basin > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/113865042/waterfall-buttress,2.8,Trad,5.9+,6.0,800.0,48.17241,-121.67253999999998,NorthWest,9.0,,9,5,Waterfall Basin , Squire Creek Walls 
Flight of the Falcon,Waterfall Basin > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/115159395/flight-of-the-falcon,3.7,Trad,5.10b/c,9.0,800.0,48.17241,-121.67253999999998,NorthWest,10.0,,10,11,Waterfall Basin , Squire Creek Walls 
The Page,Illusion Wall > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/108506211/the-page,3.4,Trad,5.11a,9.0,1000.0,48.19678,-121.65016,NorthWest,11.0,,11,8,Illusion Wall , Squire Creek Walls 
Excalibur,Illusion Wall > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/109945633/excalibur,4.0,Trad,5.10+,10.0,1000.0,48.19678,-121.65016,NorthWest,10.0,,39,35,Illusion Wall , Squire Creek Walls 
The Epic Tail of Sir Norbert,Illusion Wall > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112076958/the-epic-tail-of-sir-norbert,3.7,Trad,5.10+,10.0,1500.0,48.19678,-121.65016,NorthWest,10.0,,10,6,Illusion Wall , Squire Creek Walls 
Holy Greyell,Illusion Wall > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/121035032/holy-greyell,4.0,Trad,5.10+,7.0,1000.0,48.19678,-121.65016,NorthWest,10.0,,2,2,Illusion Wall , Squire Creek Walls 
Slab Daddy,Northern Section > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/112166775/slab-daddy,3.7,Trad,5.10+ A0,22.0,2300.0,48.20207,-121.64222,NorthWest,10.0,,17,14,Northern Section , Squire Creek Walls 
Oso Rodeo,Northern Section > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/118272173/oso-rodeo,3.5,Trad,5.10+,20.0,2300.0,48.20207,-121.64222,NorthWest,10.0,,0,2,Northern Section , Squire Creek Walls 
Skeena26,South Face > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/118285647/skeena26,2.8,Trad,5.9,12.0,1500.0,48.19575,-121.65485,NorthWest,9.0,,2,4,South Face , Squire Creek Walls 
Concerto in C for Drill and Hammer,South Face > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/118299770/concerto-in-c-for-drill-and-hammer,3.4,Trad,5.8,14.0,1800.0,48.19575,-121.65485,NorthWest,8.0,,4,5,South Face , Squire Creek Walls 
Western Dihedral,South Face > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/118571310/western-dihedral,3.0,Trad,5.8,5.0,700.0,48.19575,-121.65485,NorthWest,8.0,,0,1,South Face , Squire Creek Walls 
Doorway Flake,South Face > Squire Creek Walls > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/118626762/doorway-flake,3.0,Trad,5.9,5.0,700.0,48.19575,-121.65485,NorthWest,9.0,,0,1,South Face , Squire Creek Walls 
Trophy Wife,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/110142267/trophy-wife,3.0,Trad,5.10b,1.0,100.0,48.09925,-121.34647,NorthWest,10.0,,2,3,Main Wall , Spring Mountain 
Ultimatum,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/110142291/ultimatum,,Trad,5.9,2.0,,48.09925,-121.34647,NorthWest,9.0,,0,0,Main Wall , Spring Mountain 
Heavens to Mergatroid,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/110142305/heavens-to-mergatroid,2.0,Trad,5.10b/c,1.0,100.0,48.09925,-121.34647,NorthWest,10.0,,1,1,Main Wall , Spring Mountain 
Other Side of the Tracks,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/111729096/other-side-of-the-tracks,3.6,Trad,5.10c,5.0,650.0,48.09925,-121.34647,NorthWest,10.0,,10,8,Main Wall , Spring Mountain 
Erockticka,Main Wall > Spring Mountain > Darrington > Darrington and Mountain Loop Hwy > Northwest Region > Washington,https://www.mountainproject.com/route/stats/111747745/erockticka,3.7,Trad,5.10a,5.0,600.0,48.09925,-121.34647,NorthWest,10.0,,2,3,Main Wall , Spring Mountain 
